Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Modulo,Tipo_Dispositivo,Duracion_Horas_Minutos,Duracion_Minutos
ARQUITECTURA,C04,L17,2024-10-18 15:40:00,2024-10-18 18:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-18 15:35:00,2024-10-18 18:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C14,2024-10-18 15:29:00,2024-10-18 17:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,2024-10-18 15:20:00,2024-10-18 17:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C01,C27,2024-10-18 15:18:00,2024-10-18 17:48:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C26,2024-10-18 15:12:00,2024-10-18 17:42:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C25,2024-10-18 15:12:00,2024-10-18 17:42:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,L09,2024-10-18 15:10:00,2024-10-18 17:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,2024-10-18 15:07:00,2024-10-18 17:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L07,2024-10-18 15:06:00,2024-10-18 17:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L15,2024-10-18 15:04:00,2024-10-18 17:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L13,2024-10-18 15:03:00,2024-10-18 17:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DERECHO,C01,C24,2024-10-18 15:01:00,2024-10-18 17:31:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,2024-10-18 14:58:00,2024-10-18 17:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-18 14:53:00,2024-10-18 17:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ENSEÃ‘ANZA DE INGLES,C01,C23,2024-10-18 14:47:00,2024-10-18 17:17:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L08,2024-10-18 14:45:00,2024-10-18 17:15:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L05,2024-10-18 14:44:00,2024-10-18 17:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C22,2024-10-18 14:44:00,2024-10-18 17:14:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,L04,2024-10-18 14:43:00,2024-10-18 17:13:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L03,2024-10-18 14:42:00,2024-10-18 17:12:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L05,2024-10-18 14:39:00,2024-10-18 17:09:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L04,2024-10-18 14:38:00,2024-10-18 17:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L02,2024-10-18 14:32:00,2024-10-18 17:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,C21,2024-10-18 14:27:00,2024-10-18 16:57:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L03,2024-10-18 14:23:00,2024-10-18 16:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L02,2024-10-18 14:19:00,2024-10-18 16:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L01,2024-10-18 14:18:00,2024-10-18 16:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L30,2024-10-18 14:18:00,2024-10-18 16:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L29,2024-10-18 14:17:00,2024-10-18 16:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L28,2024-10-18 14:18:00,2024-10-18 16:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L27,2024-10-18 14:18:00,2024-10-18 16:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L26,2024-10-18 14:15:00,2024-10-18 16:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,2024-10-18 14:12:00,2024-10-18 16:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C01,C20,2024-10-18 14:10:00,2024-10-18 16:40:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
SOCIOLOGIA,C01,C19,2024-10-18 14:06:00,2024-10-18 16:36:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
HISTORIA,C01,C18,2024-10-18 13:48:00,2024-10-18 16:18:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L24,2024-10-18 13:40:00,2024-10-18 16:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C17,2024-10-18 13:34:00,2024-10-18 16:04:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L23,2024-10-18 13:34:00,2024-10-18 16:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L19,2024-10-18 13:27:00,2024-10-18 15:57:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C16,2024-10-18 13:20:00,2024-10-18 15:50:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L22,2024-10-18 13:20:00,2024-10-18 15:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L20,2024-10-18 13:14:00,2024-10-18 15:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L18,2024-10-18 13:11:00,2024-10-18 15:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L17,2024-10-18 13:11:00,2024-10-18 15:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C13,2024-10-18 13:10:00,2024-10-18 15:40:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L15,2024-10-18 13:08:00,2024-10-18 15:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
LENGUA Y LITERATURAS HISPANICAS,C05,C12,2024-10-18 12:59:00,2024-10-18 15:29:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C11,2024-10-18 12:55:00,2024-10-18 15:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L14,2024-10-18 12:47:00,2024-10-18 15:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L20,2024-10-18 12:41:00,2024-10-18 15:11:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L13,2024-10-18 12:39:00,2024-10-18 15:09:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L09,2024-10-18 12:36:00,2024-10-18 15:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C05,C10,2024-10-18 12:30:00,2024-10-18 15:00:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C09,2024-10-18 12:25:00,2024-10-18 14:55:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C05,C08,2024-10-18 12:21:00,2024-10-18 14:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L19,2024-10-18 12:19:00,2024-10-18 14:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-18 12:15:00,2024-10-18 14:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L03,2024-10-18 12:13:00,2024-10-18 14:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L01,2024-10-18 12:10:00,2024-10-18 14:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-18 12:03:00,2024-10-18 14:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L11,2024-10-18 12:00:00,2024-10-18 14:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L18,2024-10-18 11:57:00,2024-10-18 14:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L17,2024-10-18 11:51:00,2024-10-18 14:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C01,C15,2024-10-18 11:49:00,2024-10-18 14:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C03,L16,2024-10-18 11:48:00,2024-10-18 14:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C05,C07,2024-10-18 11:51:00,2024-10-18 14:21:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L10,2024-10-18 11:47:00,2024-10-18 14:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L09,2024-10-18 11:28:00,2024-10-18 13:58:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C14,2024-10-18 11:23:00,2024-10-18 13:53:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C13,2024-10-18 11:23:00,2024-10-18 13:53:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C03,L15,2024-10-18 11:20:00,2024-10-18 13:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L08,2024-10-18 11:13:00,2024-10-18 13:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-18 11:04:00,2024-10-18 13:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C05,C06,2024-10-18 11:03:00,2024-10-18 13:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,C12,2024-10-18 11:03:00,2024-10-18 13:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C01,C11,2024-10-18 10:54:00,2024-10-18 13:24:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C03,L14,2024-10-18 10:53:00,2024-10-18 13:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L13,2024-10-18 10:52:00,2024-10-18 13:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L05,2024-10-18 10:47:00,2024-10-18 13:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L04,2024-10-18 10:40:00,2024-10-18 13:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L12,2024-10-18 10:35:00,2024-10-18 13:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L11,2024-10-18 10:32:00,2024-10-18 13:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L10,2024-10-18 10:32:00,2024-10-18 13:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L09,2024-10-18 10:30:00,2024-10-18 13:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L02,2024-10-18 10:26:00,2024-10-18 12:56:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C05,2024-10-18 10:25:00,2024-10-18 12:55:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L01,2024-10-18 10:24:00,2024-10-18 12:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L30,2024-10-18 10:25:00,2024-10-18 12:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L08,2024-10-18 10:23:00,2024-10-18 12:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L07,2024-10-18 10:20:00,2024-10-18 12:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L20,2024-10-18 10:20:00,2024-10-18 12:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L06,2024-10-18 10:20:00,2024-10-18 12:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L05,2024-10-18 10:15:00,2024-10-18 12:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L04,2024-10-18 10:18:00,2024-10-18 12:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C10,2024-10-18 10:11:00,2024-10-18 12:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,2024-10-18 10:11:00,2024-10-18 12:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L02,2024-10-18 10:10:00,2024-10-18 12:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L01,2024-10-18 10:15:00,2024-10-18 12:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L19,2024-10-18 10:02:00,2024-10-18 12:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L29,2024-10-18 10:01:00,2024-10-18 12:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L28,2024-10-18 10:01:00,2024-10-18 12:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L27,2024-10-18 10:01:00,2024-10-18 12:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,2024-10-18 10:00:00,2024-10-18 12:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C04,L26,2024-10-18 10:00:00,2024-10-18 12:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L24,2024-10-18 09:59:00,2024-10-18 12:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,2024-10-18 09:59:00,2024-10-18 12:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L16,2024-10-18 09:57:00,2024-10-18 12:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C04,2024-10-18 09:59:00,2024-10-18 12:29:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C02,L15,2024-10-18 09:57:00,2024-10-18 12:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L14,2024-10-18 09:58:00,2024-10-18 12:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,2024-10-18 09:58:00,2024-10-18 12:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,2024-10-18 09:54:00,2024-10-18 12:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L23,2024-10-18 09:53:00,2024-10-18 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L11,2024-10-18 09:52:00,2024-10-18 12:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L10,2024-10-18 09:55:00,2024-10-18 12:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L22,2024-10-18 09:50:00,2024-10-18 12:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L21,2024-10-18 09:49:00,2024-10-18 12:19:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L20,2024-10-18 09:48:00,2024-10-18 12:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L09,2024-10-18 09:48:00,2024-10-18 12:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L08,2024-10-18 09:48:00,2024-10-18 12:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L19,2024-10-18 09:43:00,2024-10-18 12:13:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L18,2024-10-18 09:40:00,2024-10-18 12:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C09,2024-10-18 09:40:00,2024-10-18 12:10:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C08,2024-10-18 09:38:00,2024-10-18 12:08:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L17,2024-10-18 09:36:00,2024-10-18 12:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L07,2024-10-18 09:32:00,2024-10-18 12:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L06,2024-10-18 09:32:00,2024-10-18 12:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L05,2024-10-18 09:27:00,2024-10-18 11:57:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-18 09:26:00,2024-10-18 11:56:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C07,2024-10-18 09:23:00,2024-10-18 11:53:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C06,2024-10-18 09:24:00,2024-10-18 11:54:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L15,2024-10-18 09:23:00,2024-10-18 11:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C05,2024-10-18 09:02:00,2024-10-18 11:32:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L14,2024-10-18 09:02:00,2024-10-18 11:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L13,2024-10-18 08:52:00,2024-10-18 11:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C03,2024-10-18 08:51:00,2024-10-18 11:21:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C02,2024-10-18 08:47:00,2024-10-18 11:17:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L04,2024-10-18 08:40:00,2024-10-18 11:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C04,2024-10-18 08:37:00,2024-10-18 11:07:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L11,2024-10-18 08:34:00,2024-10-18 11:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L03,2024-10-18 08:33:00,2024-10-18 11:03:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L02,2024-10-18 08:35:00,2024-10-18 11:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-18 08:22:00,2024-10-18 10:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,2024-10-18 08:18:00,2024-10-18 10:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L20,2024-10-18 08:27:00,2024-10-18 10:57:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,2024-10-18 08:17:00,2024-10-18 10:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L18,2024-10-18 08:14:00,2024-10-18 10:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C05,C01,2024-10-18 08:13:00,2024-10-18 10:43:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,L17,2024-10-18 08:11:00,2024-10-18 10:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L16,2024-10-18 08:16:00,2024-10-18 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,2024-10-18 08:16:00,2024-10-18 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L09,2024-10-18 08:09:00,2024-10-18 10:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C03,2024-10-18 08:08:00,2024-10-18 10:38:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,2024-10-18 08:06:00,2024-10-18 10:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L08,2024-10-18 08:06:00,2024-10-18 10:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L12,2024-10-18 08:03:00,2024-10-18 10:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L11,2024-10-18 08:03:00,2024-10-18 10:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L07,2024-10-18 08:03:00,2024-10-18 10:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,2024-10-18 08:03:00,2024-10-18 10:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C02,2024-10-18 08:04:00,2024-10-18 10:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L05,2024-10-18 08:02:00,2024-10-18 10:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L09,2024-10-18 08:02:00,2024-10-18 10:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L08,2024-10-18 08:02:00,2024-10-18 10:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L07,2024-10-18 08:02:00,2024-10-18 10:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
